[SYS] 2025/11/17 - 10:13:15 | 未找到 .env 文件，使用默认环境变量，如果需要，请创建 .env 文件并设置相关变量 
[SYS] 2025/11/17 - 17:03:17 | syncing options from database 
[SYS] 2025/11/17 - 17:03:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:03:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:03:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:03:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:03:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:03:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:04:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:04:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:04:17 | syncing options from database 
[SYS] 2025/11/17 - 17:04:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:04:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:04:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:04:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:04:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:04:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:05:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:05:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:05:17 | syncing options from database 
[SYS] 2025/11/17 - 17:05:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:05:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:05:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:05:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:05:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:05:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:06:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:06:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:06:17 | syncing options from database 
[SYS] 2025/11/17 - 17:06:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:06:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:06:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:06:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:06:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:06:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:07:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:07:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:07:17 | syncing options from database 
[SYS] 2025/11/17 - 17:07:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:07:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:07:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:07:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:07:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:07:49 | 任务进度轮询完成 
[GIN] 2025/11/17 - 17:08:02 | 2025111717080235188200097mb2bjE | 200 |   14.998792ms |             ::1 |     GET /
[GIN] 2025/11/17 - 17:08:02 | 20251117170802372595000B1fqeZt5 | 200 |     141.625µs |             ::1 |     GET /
[GIN] 2025/11/17 - 17:08:02 | 20251117170802393148000tlP217pf | 200 |    2.389125ms |             ::1 |     GET /assets/react-components-BnylIsR_.js
[GIN] 2025/11/17 - 17:08:02 | 20251117170802393071000rJ8ivcA5 | 200 |    4.063875ms |             ::1 |     GET /assets/tools-DfDywZp9.js
[GIN] 2025/11/17 - 17:08:02 | 20251117170802398822000tfKosibk | 200 |    5.567458ms |             ::1 |     GET /assets/i18n-bH1aaDdY.js
[GIN] 2025/11/17 - 17:08:02 | 202511171708023909870008X7JqPer | 200 |    20.66625ms |             ::1 |     GET /assets/react-core-D-iPSUlg.js
[GIN] 2025/11/17 - 17:08:02 | 20251117170802393149000Uk337MO4 | 200 |   27.570459ms |             ::1 |     GET /assets/semi-ui-yRXI6evF.css
[GIN] 2025/11/17 - 17:08:02 | 20251117170802398595000ZWHavslt | 200 |      29.019ms |             ::1 |     GET /assets/index-C6TxzCs_.css
[GIN] 2025/11/17 - 17:08:02 | 20251117170802391783000t2zN5pja | 200 |      79.969ms |             ::1 |     GET /assets/semi-ui-C8lvzIot.js
[GIN] 2025/11/17 - 17:08:02 | 20251117170802390870000OocuoxoX | 200 |  152.151791ms |             ::1 |     GET /assets/index-TRmemkYH.js
[GIN] 2025/11/17 - 17:08:02 | 20251117170802667006000NcKx6pE1 | 200 |     155.417µs |             ::1 |     GET /assets/index-Bo-plUoS.js
[GIN] 2025/11/17 - 17:08:02 | 202511171708029508750004uFmFjaW | 200 |    4.519333ms |             ::1 |     GET /api/status
[GIN] 2025/11/17 - 17:08:02 | 20251117170802961191000TMh40Dcr | 200 |   21.642208ms |             ::1 |     GET /logo.png
[SYS] 2025/11/17 - 17:08:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:08:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:08:16 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 17:08:16 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 17:08:17 | syncing options from database 
[SYS] 2025/11/17 - 17:08:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:08:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:08:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:08:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:08:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:08:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:09:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:09:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:09:17 | syncing options from database 
[SYS] 2025/11/17 - 17:09:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:09:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:09:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:09:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:09:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:09:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:10:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:10:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:10:17 | syncing options from database 
[SYS] 2025/11/17 - 17:10:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:10:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:10:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:10:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:10:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:10:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:11:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:11:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:11:17 | syncing options from database 
[SYS] 2025/11/17 - 17:11:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:11:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:11:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:11:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:11:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:11:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:12:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:12:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:12:17 | syncing options from database 
[SYS] 2025/11/17 - 17:12:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:12:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:12:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:12:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:12:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:12:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:13:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:13:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:13:16 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 17:13:16 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 17:13:17 | syncing options from database 
[SYS] 2025/11/17 - 17:13:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:13:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:13:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:13:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:13:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:13:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:14:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:14:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:14:17 | syncing options from database 
[SYS] 2025/11/17 - 17:14:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:14:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:14:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:14:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:14:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:14:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:15:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:15:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:15:17 | syncing options from database 
[SYS] 2025/11/17 - 17:15:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:15:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:15:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:15:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:15:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:15:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:16:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:16:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:16:17 | syncing options from database 
[SYS] 2025/11/17 - 17:16:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:16:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:16:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:16:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:16:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:16:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:17:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:17:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:17:17 | syncing options from database 
[SYS] 2025/11/17 - 17:17:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:17:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:17:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:17:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:17:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:17:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:18:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:18:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:18:16 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 17:18:16 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 17:18:17 | syncing options from database 
[SYS] 2025/11/17 - 17:18:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:18:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:18:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:18:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:18:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:18:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:19:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:19:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:19:17 | syncing options from database 
[SYS] 2025/11/17 - 17:19:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:19:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:19:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:19:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:19:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:19:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:20:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:20:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:20:17 | syncing options from database 
[SYS] 2025/11/17 - 17:20:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:20:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:20:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:20:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:20:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:20:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:21:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:21:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:21:17 | syncing options from database 
[SYS] 2025/11/17 - 17:21:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:21:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:21:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:21:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:21:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:21:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:22:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:22:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:22:17 | syncing options from database 
[SYS] 2025/11/17 - 17:22:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:22:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:22:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:22:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:22:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:22:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:23:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:23:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:23:16 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 17:23:16 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 17:23:17 | syncing options from database 
[SYS] 2025/11/17 - 17:23:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:23:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:23:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:23:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:23:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:23:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:24:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:24:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:24:17 | syncing options from database 
[SYS] 2025/11/17 - 17:24:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:24:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:24:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:24:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:24:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:24:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:25:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:25:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:25:17 | syncing options from database 
[SYS] 2025/11/17 - 17:25:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:25:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:25:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:25:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:25:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:25:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:26:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:26:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:26:17 | syncing options from database 
[SYS] 2025/11/17 - 17:26:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:26:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:26:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:26:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:26:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:26:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:27:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:27:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:27:17 | syncing options from database 
[SYS] 2025/11/17 - 17:27:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:27:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:27:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:27:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:27:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:27:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:28:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:28:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:28:16 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 17:28:16 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 17:28:17 | syncing options from database 
[SYS] 2025/11/17 - 17:28:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:28:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:28:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:28:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:28:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:28:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:29:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:29:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:29:17 | syncing options from database 
[SYS] 2025/11/17 - 17:29:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:29:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:29:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:29:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:29:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:29:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:30:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:30:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:30:17 | syncing options from database 
[SYS] 2025/11/17 - 17:30:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:30:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:30:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:30:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:30:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:30:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:31:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:31:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:31:17 | syncing options from database 
[SYS] 2025/11/17 - 17:31:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:31:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:31:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:31:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:31:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:31:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:32:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:32:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:32:17 | syncing options from database 
[SYS] 2025/11/17 - 17:32:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:32:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:32:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:32:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:32:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:32:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:33:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:33:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:33:16 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 17:33:16 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 17:33:17 | syncing options from database 
[SYS] 2025/11/17 - 17:33:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:33:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:33:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:33:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:33:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:33:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:34:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:34:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:34:17 | syncing options from database 
[SYS] 2025/11/17 - 17:34:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:34:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:34:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:34:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:34:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:34:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:35:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:35:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:35:17 | syncing options from database 
[SYS] 2025/11/17 - 17:35:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:35:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:35:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:35:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:35:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:35:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:36:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:36:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:36:17 | syncing options from database 
[SYS] 2025/11/17 - 17:36:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:36:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:36:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:36:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:36:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:36:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:37:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:37:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:37:17 | syncing options from database 
[SYS] 2025/11/17 - 17:37:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:37:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:37:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:37:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:37:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:37:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:38:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:38:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:38:16 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 17:38:16 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 17:38:17 | syncing options from database 
[SYS] 2025/11/17 - 17:38:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:38:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:38:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:38:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:38:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:38:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:39:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:39:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:39:17 | syncing options from database 
[SYS] 2025/11/17 - 17:39:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:39:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:39:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:39:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:39:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:39:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:40:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:40:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:40:17 | syncing options from database 
[SYS] 2025/11/17 - 17:40:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:40:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:40:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:40:34 | 任务进度轮询完成 
[GIN] 2025/11/17 - 17:40:41 | 20251117174041575370000S7uWe5e9 | 200 |   12.323041ms |             ::1 |     GET /
[GIN] 2025/11/17 - 17:40:42 | 20251117174042173068000gBQLkCpQ | 200 |    3.825041ms |             ::1 |     GET /api/status
[SYS] 2025/11/17 - 17:40:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:40:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:41:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:41:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:41:17 | syncing options from database 
[SYS] 2025/11/17 - 17:41:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:41:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:41:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:41:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:41:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:41:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:42:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:42:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:42:17 | syncing options from database 
[SYS] 2025/11/17 - 17:42:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:42:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:42:34 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:42:34 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:42:49 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:42:49 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:43:04 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:43:04 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:43:16 | 正在更新数据看板数据... 
[SYS] 2025/11/17 - 17:43:16 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2025/11/17 - 17:43:17 | syncing options from database 
[SYS] 2025/11/17 - 17:43:19 | 任务进度轮询开始 
[SYS] 2025/11/17 - 17:43:19 | 任务进度轮询完成 
[SYS] 2025/11/17 - 17:43:34 | 任务进度轮询开始 
